,0
0,0.0030197676617019936
1,0.01001696751640534
2,0.011672017832675515
3,0.014757550234628805
4,0.0
5,0.006187510244222259
6,0.006574094379872007
7,0.00514985492097248
8,0.00629896766918755
9,0.003413269525133276
10,0.015841541478974933
11,0.0008785841728693207
12,0.005509106568913724
13,0.0006333902211587522
14,0.007361590143344166
15,0.0
16,0.006190402206210794
17,0.010289456769875218
18,0.01333272557376302
19,0.005036680777499501
20,0.0016913894667262865
21,0.0
22,0.0
23,0.0
24,0.005896338113550685
25,0.0
26,0.012963970424590123
27,0.005582151901073917
28,0.004433628105346859
29,0.0
30,0.010144333871472977
31,0.0
32,0.005322960384890982
33,-0.0007565494308285096
34,0.005036680777499501
35,0.002154886619811696
36,-0.0017190070423836897
37,0.009724077433760641
38,0.003987226108947262
39,0.001201456534999353
40,0.004121920112382396
41,0.0
42,0.0030142195469209003
43,0.005148047814802887
44,0.009600282260818101
45,0.020324322947186058
46,0.006154264303325632
47,0.004121920112382396
48,0.005172026085001125
49,0.012606583917970858
