,0
0,0.29843561973525873
1,0.2733136689248323
2,0.3024263067154451
3,0.32827374111268753
4,0.31432192648922685
5,0.3239307450740628
6,0.3338967871271567
7,0.3450660568405681
8,0.30860866039345086
9,0.30109750087150944
10,0.35018686504671137
11,0.2787395589911944
12,0.32566978366176175
13,0.3261041596011162
14,0.3015405940832053
15,0.2880439695539766
16,0.29799141844412663
17,0.28054298642533937
18,0.34592101923860075
19,0.2926486049657951
20,0.26619256950110204
21,0.2696833460471004
22,0.3239307450740628
23,0.3291405027434978
24,0.32044528376900905
25,0.31256680652829405
26,0.29594260594507155
27,0.29354066649116495
28,0.2637616497914578
29,0.30515060066738603
30,0.300654249616768
31,0.31080919272309276
32,0.23699867443509356
33,0.330439499739654
34,0.31476031743817906
35,0.30596285239535864
36,0.3178247060790104
37,0.32653838221996606
38,0.3570061188297885
39,0.26421815401881926
40,0.2997672726398018
41,0.3142227627098066
42,0.29843561973525873
43,0.2764816212399264
44,0.2997672726398018
45,0.3186988505930049
46,0.2660425199921982
47,0.330439499739654
48,0.26513066701354027
49,0.3028689263048309
