,0
0,0.9114631873252563
1,0.8124383020730503
2,1.0
3,0.5274611398963731
4,0.48518204911092294
5,0.3389830508474576
6,0.8499506416584403
7,1.0
8,0.6455958549222798
9,0.6011049723756906
10,0.6011049723756906
11,0.5873642645607108
12,0.4749232343909928
13,0.6062176165803109
14,0.846309403437816
15,0.7132075471698113
16,0.6678805535324108
17,0.846309403437816
18,0.6270447110141767
19,0.7577045696068013
20,0.4612868047982552
21,0.9641847313854854
22,0.926711668273867
23,0.9641847313854854
24,0.9299539170506912
25,0.846309403437816
26,0.926711668273867
27,0.7219512195121951
28,0.7434908389585342
29,0.6926188068756319
30,0.3998025666337611
31,0.6684841875681571
32,0.7099236641221374
33,0.7471852610030706
34,0.7912087912087912
35,0.6196377502383222
36,0.4860234445446348
37,0.5856052344601963
38,0.926711668273867
39,0.9073170731707317
40,0.5027262813522355
41,0.7806925498426023
42,0.7243523316062176
43,0.5096774193548387
44,0.8124383020730503
45,0.5627157652474108
46,0.654196157735086
47,0.8286744815148782
48,0.926711668273867
49,0.7099236641221374
