,0
0,1.0
1,1.0
2,0.9641847313854854
3,1.0
4,1.0
5,0.9641847313854854
6,1.0
7,1.0
8,1.0
9,0.8671328671328671
10,0.846309403437816
11,0.6678805535324108
12,1.0
13,1.0
14,1.0
15,0.926711668273867
16,1.0
17,1.0
18,1.0
19,0.9456625357483317
20,0.926711668273867
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,0.846309403437816
29,1.0
30,0.8144833197721725
31,1.0
32,1.0
33,0.7371252882398155
34,1.0
35,0.9456625357483317
36,1.0
37,1.0
38,1.0
39,1.0
40,0.926711668273867
41,1.0
42,1.0
43,1.0
44,0.8874629812438302
45,1.0
46,1.0
47,1.0
48,1.0
49,0.9073170731707317
