,0
0,0.7721066836005716
1,0.8658536585365854
2,1.0
3,0.9170423023578363
4,0.7721066836005716
5,0.8060004054327995
6,1.0
7,1.0
8,0.9170423023578363
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,0.6497071742313324
15,1.0
16,0.8060004054327995
17,1.0
18,1.0
19,1.0
20,1.0
21,0.6497071742313324
22,1.0
23,1.0
24,0.7290765904879555
25,0.9955162966364486
26,1.0
27,0.9170423023578363
28,1.0
29,1.0
30,0.6403607666290868
31,0.6497071742313324
32,1.0
33,1.0
34,0.8060004054327995
35,1.0
36,1.0
37,0.8658536585365854
38,0.8658536585365854
39,1.0
40,1.0
41,0.8910612140356868
42,1.0
43,1.0
44,0.6883360889824139
45,1.0
46,0.9170423023578363
47,1.0
48,1.0
49,1.0
