,0
0,0.5210084033613446
1,0.42785445420326224
2,0.36093143596377747
3,0.36093143596377747
4,0.45982694684796044
5,0.5210084033613446
6,0.49086479902557856
7,0.42785445420326224
8,0.42785445420326224
9,0.2897196261682243
10,0.5210084033613446
11,0.39490445859872614
12,0.7341227125941873
13,0.36093143596377747
14,0.6333711691259932
15,0.5787631271878646
16,0.36093143596377747
17,0.5502958579881657
18,0.6850828729281768
19,0.49086479902557856
20,0.42785445420326224
21,0.39490445859872614
22,0.49086479902557856
23,0.45982694684796044
24,0.45982694684796044
25,0.32588699080157685
26,0.39490445859872614
27,0.36093143596377747
28,0.39490445859872614
29,0.49086479902557856
30,0.42785445420326224
31,0.6064441887226697
32,0.36093143596377747
33,0.6333711691259932
34,0.5502958579881657
35,0.32588699080157685
36,0.5210084033613446
37,0.5502958579881657
38,0.5210084033613446
39,0.42785445420326224
40,0.39490445859872614
41,0.49086479902557856
42,0.5210084033613446
43,0.49086479902557856
44,0.42785445420326224
45,0.5502958579881657
46,0.7577045696068013
47,0.7806925498426023
48,0.5787631271878646
49,0.49086479902557856
