,0
0,0.5787631271878646
1,0.5210084033613446
2,0.45982694684796044
3,0.45982694684796044
4,0.45982694684796044
5,0.5210084033613446
6,0.5502958579881657
7,0.36093143596377747
8,0.49086479902557856
9,0.42785445420326224
10,0.6064441887226697
11,0.5053254437869823
12,0.7341227125941873
13,0.42785445420326224
14,0.5856052344601963
15,0.6595744680851063
16,0.45982694684796044
17,0.6850828729281768
18,0.6850828729281768
19,0.4014002333722287
20,0.45982694684796044
21,0.42785445420326224
22,0.5502958579881657
23,0.5210084033613446
24,0.5210084033613446
25,0.42785445420326224
26,0.45982694684796044
27,0.5502958579881657
28,0.6170212765957447
29,0.6064441887226697
30,0.42785445420326224
31,0.6595744680851063
32,0.49086479902557856
33,0.7341227125941873
34,0.5502958579881657
35,0.42785445420326224
36,0.5787631271878646
37,0.6064441887226697
38,0.5210084033613446
39,0.4445797807551766
40,0.5787631271878646
41,0.5210084033613446
42,0.5210084033613446
43,0.7577045696068013
44,0.49086479902557856
45,0.6595744680851063
46,0.7577045696068013
47,0.7806925498426023
48,0.5787631271878646
49,0.36093143596377747
