,0
0,0.33274021352313166
1,0.22088535754824062
2,0.246218487394958
3,0.2040169133192389
4,0.2934036939313984
5,0.23467982556805142
6,0.43671970624235007
7,0.3337368845843422
8,0.6675675675675675
9,0.6251601879538659
10,0.17864015394483643
11,0.14773413897280968
12,0.4184988627748294
13,0.3271282633371169
14,0.07795058321836197
15,0.3830888697152718
16,0.2582373426198768
17,0.4185955276579051
18,0.35183443085606775
19,0.701203940167822
20,0.33469981486379263
21,0.2501975243613379
22,0.11561338289962825
23,0.23467982556805142
24,0.5338064998132238
25,0.24574311540887114
26,0.3094211123723042
27,0.11820592134334953
28,0.11413348289399888
29,0.5809537827494848
30,0.18000429092469428
31,0.09979855632029545
32,0.32143567309604293
33,0.12529719448407037
34,0.25710834417394535
35,0.516028955532575
36,0.5775121404557341
37,0.4863593603010348
38,0.20543293718166383
39,0.11926091825307951
40,0.2634019452612531
41,0.20863683662851196
42,0.39139812230398374
43,0.38627347262628936
44,0.42205756625819324
45,0.46070826306914
46,0.2984126984126984
47,0.15556022703384487
48,0.36217228464419476
49,0.2950108459869848
