,0
0,0.030135967193680672
1,0.021243258276303897
2,0.03059696451089894
3,0.035612278397898885
4,0.026911896961521166
5,0.03902725462956332
6,0.020587370224359636
7,0.027981394089432152
8,0.04536611007195227
9,0.015804089732331238
10,0.03668573557776609
11,0.020606531881804044
12,0.018754933599554234
13,0.03524434804028903
14,0.033428809687828576
15,0.01983788395904437
16,0.02957515666226913
17,0.03216517792055053
18,0.04170106943461508
19,0.026358920090852778
20,0.04128885797892582
21,0.055377217409240925
22,0.013665765273433083
23,0.03160154663005562
24,0.021989095090317875
25,0.020718497069494836
26,0.02436582917004367
27,0.02832992396464549
28,0.020556606071855315
29,0.05841825811424167
30,0.0373583924409133
31,0.03214448748951291
32,0.03477066528734989
33,0.0335471660190272
34,0.04255029147386521
35,0.036916082993875096
36,0.017042510937140227
37,0.04398809434780658
38,0.020288681668434866
39,0.02931349262620533
40,0.04470234548507665
41,0.02876412124205198
42,0.05139186766050208
43,0.02440259480617871
44,0.028275416538105523
45,0.019069337296066777
46,0.03524434804028903
47,0.026354334282295663
48,0.04146216125513885
49,0.029117128276939234
