,0
0,0.3667504714016342
1,0.6525243954179041
2,0.3640764331210191
3,0.48347757671125097
4,0.48506268338223524
5,0.2577665827036104
6,0.5653789004457652
7,0.467778620166793
8,0.45495251017639077
9,0.5408510638297872
10,0.5
11,0.24015069967707212
12,0.744875708678587
13,0.11547676090081456
14,0.8292593943816126
15,0.3757062146892655
16,1.0
17,0.8469254252071522
18,0.6050310356092781
19,0.46879132504628407
20,0.33965125094768767
21,0.1870443073471677
22,0.4944226710883328
23,0.022495650012428536
24,0.12511932360561845
25,0.35283136278780336
26,0.6751388295600171
27,0.24816625916870416
28,0.13771158640598347
29,0.3530472412549585
30,0.6619918058619603
31,0.6828742117490872
32,0.0
33,0.7728297632468997
34,0.30973451327433627
35,0.6091173617846751
36,0.26870863736636685
37,0.19281045751633988
38,0.565777907998828
39,0.2504778084519006
40,0.3829900191123381
41,0.6612903225806451
42,0.6976744186046512
43,0.3347826086956522
44,0.30472935525586553
45,0.5457954994078168
46,0.56801872074883
47,0.5351609058402861
48,0.5051110327811068
49,0.5491743119266055
