,0
0,0.5787631271878646
1,0.5210084033613446
2,0.32588699080157685
3,0.5210084033613446
4,0.6064441887226697
5,0.5210084033613446
6,0.6064441887226697
7,0.5210084033613446
8,0.7806925498426023
9,0.5787631271878646
10,0.3982947624847747
11,0.42785445420326224
12,0.6850828729281768
13,0.5502958579881657
14,0.42785445420326224
15,0.39490445859872614
16,0.45982694684796044
17,0.5787631271878646
18,0.45982694684796044
19,0.49086479902557856
20,0.49086479902557856
21,0.32588699080157685
22,0.42785445420326224
23,0.5039727582292849
24,0.3324968632371393
25,0.32588699080157685
26,0.49086479902557856
27,0.32588699080157685
28,0.32588699080157685
29,0.39490445859872614
30,0.45982694684796044
31,0.5502958579881657
32,0.5787631271878646
33,0.42785445420326224
34,0.5210084033613446
35,0.5502958579881657
36,0.5210084033613446
37,0.32588699080157685
38,0.49086479902557856
39,0.49086479902557856
40,0.5210084033613446
41,0.47539015606242496
42,0.2626131953428202
43,0.42785445420326224
44,0.6595744680851063
45,0.49086479902557856
46,0.6595744680851063
47,0.49086479902557856
48,0.32588699080157685
49,0.49086479902557856
