,0
0,0.2972784368457781
1,0.18396564065855406
2,0.13064419024683926
3,0.09692451071761417
4,0.35330156569094623
5,0.2041127189642041
6,0.22596414991852254
7,0.261995430312262
8,0.18216756341275941
9,0.07516105941302792
10,-0.006692693809258227
11,0.062010836845273934
12,0.523625843780135
13,0.17391304347826086
14,0.07516105941302792
15,0.10365448504983389
16,-0.026303428839830906
17,0.14623000761614624
18,0.053156146179401995
19,0.05375494071146245
20,0.0780814277746793
21,0.17639975918121614
22,0.053156146179401995
23,0.5294974508375819
24,0.13064419024683926
25,-0.026303428839830906
26,0.2884727911059099
27,0.0026578073089701
28,0.0026578073089701
29,0.060836501901140684
30,0.24400234055002926
31,0.6305015353121801
32,0.13217993079584775
33,0.4158339738662567
34,0.2339920948616601
35,0.13124470787468248
36,-0.006692693809258227
37,0.0026578073089701
38,0.036999493157627975
39,0.43731490621915103
40,0.062010836845273934
41,0.053156146179401995
42,-0.026303428839830906
43,0.20524261015058562
44,-0.006692693809258227
45,0.19609438567941415
46,0.31950989632422244
47,0.2662375658279696
48,0.11383399209486166
49,0.062010836845273934
