,0
0,1.0
1,0.7960975609756098
2,0.6011049723756906
3,0.655862726406101
4,0.6999012833168805
5,0.9299539170506912
6,0.654196157735086
7,0.7173219978746015
8,0.8874629812438302
9,0.9641847313854854
10,0.7471852610030706
11,0.654196157735086
12,1.0
13,1.0
14,1.0
15,0.5873642645607108
16,0.926711668273867
17,0.8712955122777307
18,0.5888187556357078
19,0.7577045696068013
20,0.8949308755760369
21,0.7099236641221374
22,0.7698042870456664
23,0.9456625357483317
24,0.7099236641221374
25,0.6999012833168805
26,0.926711668273867
27,0.2911917098445596
28,0.7694641051567239
29,0.31950989632422244
30,0.926711668273867
31,1.0
32,0.8900675024108003
33,0.779253112033195
34,0.8031088082901554
35,0.8291708291708292
36,0.846309403437816
37,0.8993821712268314
38,0.5296017222820237
39,0.926711668273867
40,1.0
41,0.8167791706846673
42,0.6920877025738799
43,0.7173219978746015
44,1.0
45,0.654196157735086
46,0.9299539170506912
47,0.7068466730954677
48,0.5362082994304312
49,0.8249744114636642
