,0
0,0.6392048892654
1,0.7604097544790975
2,0.7911747183708839
3,0.7842043211230533
4,0.7625126817720663
5,0.7219004472990022
6,0.7199074074074074
7,0.8294348508634223
8,0.7631056174815142
9,0.7484459005376344
10,0.79797506954847
11,0.7140120496022462
12,0.7124373956594324
13,0.7406824370319945
14,0.7344899807539907
15,0.7484459005376344
16,0.7514212620807277
17,0.722642954390742
18,0.7937827653997379
19,0.7281465517241379
20,0.6997385241138873
21,0.7624067778021496
22,0.7486183910665452
23,0.7223649272685292
24,0.7473706411698537
25,0.674376581134803
26,0.6929590017825312
27,0.7859881444420274
28,0.7451923076923077
29,0.7625126817720663
30,0.7140120496022462
31,0.6648926491994177
32,0.7305007976298997
33,0.7946752390372568
34,0.7484459005376344
35,0.7569908298426355
36,0.7479904902071777
37,0.8177588996763754
38,0.668068498124168
39,0.7264594563596742
40,0.7169662659040504
41,0.7406824370319945
42,0.7177759178018933
43,0.6617021276595745
44,0.6242121848739496
45,0.7351459251101321
46,0.7701679515418502
47,0.7501745810055865
48,0.7199074074074074
49,0.7401364835416906
