,0
0,0.6678805535324108
1,0.8144833197721725
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,0.7747035573122529
9,0.6440677966101694
10,1.0
11,0.5491100856954515
12,0.7747035573122529
13,0.8144833197721725
14,1.0
15,1.0
16,0.7132075471698113
17,1.0
18,1.0
19,0.9014693171996543
20,0.926711668273867
21,1.0
22,0.7132075471698113
23,1.0
24,0.7747035573122529
25,0.8286744815148782
26,1.0
27,1.0
28,0.7132075471698113
29,1.0
30,0.8144833197721725
31,1.0
32,0.6055363321799307
33,0.8144833197721725
34,0.8423236514522822
35,1.0
36,1.0
37,0.8712955122777307
38,0.8144833197721725
39,1.0
40,1.0
41,0.8423236514522822
42,1.0
43,1.0
44,0.9014693171996543
45,0.9641847313854854
46,1.0
47,1.0
48,0.9299539170506912
49,1.0
