,0
0,0.6678805535324108
1,0.3944223107569721
2,0.15302186026575226
3,0.2873796249366447
4,0.2057877813504823
5,0.15302186026575226
6,0.0
7,0.15302186026575226
8,0.2567237163814181
9,0.30356220960247804
10,0.2873796249366447
11,0.4218841427735518
12,0.0
13,0.5491100856954515
14,0.5228589826142949
15,0.4218841427735518
16,0.5957446808510638
17,0.4218841427735518
18,0.2873796249366447
19,0.40796306982111946
20,0.30356220960247804
21,0.7132075471698113
22,0.6789125642909625
23,0.4977973568281938
24,0.10027855153203342
25,1.0
26,0.5673141326188882
27,0.2873796249366447
28,0.0
29,0.40796306982111946
30,0.0
31,0.34980988593155893
32,0.15302186026575226
33,0.34376686454398275
34,0.0
35,0.0
36,0.0
37,0.2057877813504823
38,0.0
39,0.0
40,0.2057877813504823
41,0.10027855153203342
42,0.6463851109520401
43,0.8144833197721725
44,0.2567237163814181
45,0.4584596725288053
46,0.0
47,0.5314730694354315
48,0.2873796249366447
49,0.2873796249366447
