,0
0,0.8406337371854613
1,1.0
2,0.926711668273867
3,1.0
4,0.846309403437816
5,1.0
6,1.0
7,0.926711668273867
8,1.0
9,0.9641847313854854
10,1.0
11,0.8671328671328671
12,1.0
13,1.0
14,1.0
15,1.0
16,0.9073170731707317
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,0.8874629812438302
24,1.0
25,1.0
26,0.9073170731707317
27,1.0
28,0.8874629812438302
29,1.0
30,1.0
31,0.8874629812438302
32,1.0
33,0.8249744114636642
34,1.0
35,1.0
36,1.0
37,0.8249744114636642
38,1.0
39,1.0
40,0.9073170731707317
41,1.0
42,1.0
43,1.0
44,1.0
45,0.9073170731707317
46,1.0
47,0.8874629812438302
48,1.0
49,0.9073170731707317
