,0
0,0.5314730694354315
1,1.0
2,0.7698042870456664
3,0.8052190121155638
4,0.8567389255419415
5,0.8567389255419415
6,1.0
7,0.7477178423236515
8,0.8949308755760369
9,0.6215767634854772
10,0.6974015088013411
11,0.8629395852119026
12,0.9114631873252563
13,0.8391193903471634
14,0.6776625824693685
15,1.0
16,0.6967278531524341
17,0.7898617511520737
18,1.0
19,0.7146245059288537
20,0.633696563285834
21,0.8391193903471634
22,0.8567389255419415
23,0.8949308755760369
24,1.0
25,0.8391193903471634
26,0.7434908389585342
27,0.8949308755760369
28,0.7217249796582588
29,0.9014693171996543
30,0.8732125834127741
31,0.8949308755760369
32,0.17181956411556007
33,1.0
34,0.8838427947598253
35,1.0
36,0.8949308755760369
37,0.7851083883129123
38,0.5359385903698535
39,0.853721129170231
40,1.0
41,0.847457627118644
42,0.7371252882398155
43,0.5109628217349858
44,1.0
45,0.7944093778178539
46,1.0
47,0.8949308755760369
48,0.6138865368331922
49,0.5491100856954515
