,0
0,0.95722864468377
1,0.9770261654402774
2,0.9376909490080765
3,0.9462802104726107
4,0.9312555871791335
5,0.8946287440234649
6,0.903257623684693
7,0.9791759254096174
8,0.937334165783011
9,0.9226722608802979
10,0.9190714585364658
11,0.9234159411212935
12,0.9025291743173595
13,0.9424064870313915
14,0.9116162933901593
15,0.9368006157202821
16,0.9648055538728947
17,0.8403885307547837
18,0.9365412459479036
19,0.8078383097638557
20,0.8855369067635632
21,0.8800555049703699
22,0.8246518107148864
23,0.9522401423761458
24,0.9389254980205852
25,0.9256586902412958
26,0.8836748118556694
27,0.9529348999150676
28,0.798826573941044
29,0.9071359153910948
30,0.8870034039540949
31,0.8734429806781003
32,0.9298708341911107
33,0.8735514180533079
34,0.936101281201558
35,0.8856003690267579
36,0.8409118467458978
37,0.913093516234682
38,0.9771377316288243
39,0.8446169439250705
40,0.8798999175366213
41,0.9544630181888398
42,0.9102566109208662
43,0.9172121907100521
44,0.9027473778304718
45,0.8344924905873043
46,0.9807186325341163
47,0.8953200364572181
48,0.8877476889243785
49,0.860122072606739
