,0
0,0.45982694684796044
1,0.36093143596377747
2,0.17969661610268378
3,0.14925373134328357
4,0.14043355325164938
5,0.2804503582395087
6,0.0
7,0.28417653390742736
8,0.22320441988950276
9,0.2389853137516689
10,0.13922651933701657
11,0.22060164083865086
12,0.3189122373300371
13,0.42785445420326224
14,0.5502958579881657
15,0.5210084033613446
16,0.13367875647668392
17,0.6333711691259932
18,0.49086479902557856
19,0.39490445859872614
20,0.45982694684796044
21,0.5787631271878646
22,0.4608399545970488
23,0.6064441887226697
24,0.49086479902557856
25,0.6064441887226697
26,0.6333711691259932
27,0.5039727582292849
28,0.3324968632371393
29,0.5053254437869823
30,0.7577045696068013
31,0.42785445420326224
32,0.2980891719745223
33,0.47513812154696133
34,0.654196157735086
35,0.9073170731707317
36,0.2699696663296259
37,0.5502958579881657
38,0.7806925498426023
39,0.7577045696068013
40,0.2389853137516689
41,0.45982694684796044
42,0.006429489927132447
43,0.49086479902557856
44,0.5856052344601963
45,0.7806925498426023
46,0.39490445859872614
47,0.8671328671328671
48,0.2897196261682243
49,0.8874629812438302
