,0
0,0.36343772760378734
1,0.4067796610169492
2,0.6531120331950208
3,0.3998025666337611
4,0.07516105941302792
5,-0.006692693809258227
6,0.434643995749203
7,0.12956335003579098
8,0.3146979260595131
9,0.6702025072324012
10,0.2041127189642041
11,0.12046848856664807
12,0.21224086870681144
13,0.6999012833168805
14,0.28885272579332794
15,0.5254745254745254
16,0.6635601118359739
17,0.4914207275223061
18,0.4612868047982552
19,0.17472852912142153
20,0.24975320829220138
21,0.1955969517358171
22,0.16676283900750144
23,0.34534064212999216
24,0.4177071509648127
25,0.47482724580454094
26,0.261995430312262
27,0.5498519249753209
28,0.4298323036187114
29,0.42641509433962266
30,0.5545536519386834
31,0.5096774193548387
32,0.4745762711864407
33,0.7749259624876604
34,0.6545454545454545
35,0.8248847926267281
36,0.32430143945808637
37,0.21107266435986158
38,0.8249744114636642
39,0.15676449534717252
40,0.047959914101646385
41,0.49615055603079555
42,0.6333711691259932
43,0.4253658536585366
44,0.8052190121155638
45,0.27214684756584195
46,0.25793327908869
47,0.6157735085945399
48,0.10415773681954565
49,0.23500410846343467
