,0
0,0.39491511700089066
1,0.39860254275622453
2,0.3758890054797715
3,0.4474888427578327
4,0.37254917222537887
5,0.32827374111268753
6,0.4451314455900755
7,0.3208815059059226
8,0.3903927685012603
9,0.4071624752581591
10,0.4018707218195134
11,0.41646750001432853
12,0.3973746649000092
13,0.36542120824754337
14,0.34933488928573536
15,0.5296696659547451
16,0.43605056537423836
17,0.38750599483284087
18,0.40472304886243643
19,0.36500060510710397
20,0.44079718640093785
21,0.4392171109395577
22,0.38461225698901624
23,0.3916278315527739
24,0.39982915914748873
25,0.3957355287805555
26,0.432875464825074
27,0.3607865221268009
28,0.3616305116948205
29,0.36500060510710397
30,0.38502607544262435
31,0.38543975132919267
32,0.39532539326102584
33,0.4921499471977836
34,0.370457072856272
35,0.38461225698901624
36,0.42249688432558513
37,0.4626969676534718
38,0.42329848517175167
39,0.44237513605030837
40,0.3858532847223835
41,0.41485446637671464
42,0.4376349053674349
43,0.419686993816573
44,0.3750549138678413
45,0.3746376515739191
46,0.39203923635037086
47,0.4400074146651484
48,0.36500060510710397
49,0.36836134404640775
