,0
0,0.7230409571176457
1,0.408466103370943
2,1.0
3,0.8808146958902143
4,0.7376957310903195
5,0.7795302170266467
6,0.9819596251698286
7,0.9588478549696032
8,0.579580181073348
9,0.3360100420160742
10,0.2048063674083433
11,0.5917691766623101
12,0.7078085610327595
13,0.7399843260188088
14,0.492280401857016
15,0.5956268870400144
16,0.942082531092262
17,0.6407889657922404
18,0.6719104156549979
19,0.18860245074130366
20,0.335282557781294
21,0.8361251519413834
22,0.8966671100041109
23,-0.003556452885953404
24,0.8541213964942779
25,0.6003014533345862
26,0.8323342311880337
27,0.9585621000677018
28,0.32858386613022617
29,0.6824097318420209
30,0.8091520868939462
31,0.28197240097991494
32,0.703063503477154
33,0.9645043414914991
34,0.11500135711958173
35,0.9002638959890573
36,0.7899169269079256
37,0.9075222954633579
38,0.6427886317551257
39,0.7584805735619363
40,0.8545305370771529
41,0.5603483786128038
42,0.08489576705879255
43,0.647189349112426
44,0.8570924966386444
45,0.9694920914373093
46,0.7881830098794641
47,0.5058903488898958
48,0.9751590431566544
49,0.8011139101186494
