,0
0,0.5502958579881657
1,0.7099236641221374
2,0.8671328671328671
3,0.6595744680851063
4,0.6011049723756906
5,0.7577045696068013
6,0.6595744680851063
7,0.6850828729281768
8,0.7099236641221374
9,0.5787631271878646
10,0.6850828729281768
11,0.7806925498426023
12,0.5502958579881657
13,0.7577045696068013
14,0.6595744680851063
15,0.7341227125941873
16,0.5813221406086044
17,0.8249744114636642
18,0.6850828729281768
19,0.7068466730954677
20,0.7806925498426023
21,0.6064441887226697
22,0.7099236641221374
23,0.6850828729281768
24,0.7577045696068013
25,0.8249744114636642
26,0.6773226773226774
27,0.6595744680851063
28,0.7806925498426023
29,0.6850828729281768
30,0.8874629812438302
31,0.6064441887226697
32,0.6333711691259932
33,0.6595744680851063
34,0.6850828729281768
35,0.6595744680851063
36,0.7577045696068013
37,0.6850828729281768
38,0.8249744114636642
39,0.6064441887226697
40,0.7099236641221374
41,0.8671328671328671
42,0.6595744680851063
43,0.6064441887226697
44,0.846309403437816
45,0.6595744680851063
46,0.5210084033613446
47,0.6064441887226697
48,0.5591160220994476
49,0.7577045696068013
