,0
0,0.7434908389585342
1,0.4954356846473029
2,0.8357821953327571
3,0.6335583413693346
4,0.8599078341013825
5,0.9014693171996543
6,0.9014693171996543
7,0.8286744815148782
8,0.7104149026248942
9,0.5957446808510638
10,0.44504227517294387
11,0.5471877979027645
12,0.8629395852119026
13,0.8248113998323554
14,0.5602700096432015
15,0.8248113998323554
16,0.8007626310772163
17,1.0
18,1.0
19,0.30356220960247804
20,0.6967278531524341
21,0.7132075471698113
22,0.8732125834127741
23,0.38028169014084506
24,0.7698042870456664
25,0.9014693171996543
26,0.8686257562662058
27,0.6245059288537549
28,0.8686257562662058
29,0.46277097078228085
30,0.9299539170506912
31,0.6908055329536208
32,0.5951506245407788
33,0.8391193903471634
34,0.8712955122777307
35,0.6967278531524341
36,0.6702025072324012
37,0.8423236514522822
38,0.5096774193548387
39,0.6776625824693685
40,0.7146245059288537
41,0.5314730694354315
42,0.6335583413693346
43,0.31680099194048356
44,0.5774647887323944
45,0.6261762189905903
46,0.847457627118644
47,0.5702167766258247
48,0.49858623939679547
49,0.4747378455672069
