,0
0,0.2757338769084836
1,0.28593773936320316
2,0.26147664776451146
3,0.2733136689248323
4,0.2895213558230345
5,0.26695371367061355
6,0.229046409605172
7,0.257353196017949
8,0.25229509603245615
9,0.31519855293616106
10,0.24952759576922134
11,0.30728646228866063
12,0.25229509603245615
13,0.28996858579739954
14,0.30109750087150944
15,0.2504507672242143
16,0.30109750087150944
17,0.2930947155157859
18,0.23232687180226275
19,0.25459673814767114
20,0.2444381148708323
21,0.2755773072555818
22,0.25918750267389484
23,0.24675404439312607
24,0.2791906591507621
25,0.29843561973525873
26,0.2755773072555818
27,0.245364993332473
28,0.25689420324135626
29,0.27964159705129915
30,0.2818938557298807
31,0.28548906392698664
32,0.30728646228866063
33,0.2683192695635935
34,0.23932817280249677
35,0.25872917549636487
36,0.26239114511272077
37,0.24675404439312607
38,0.2710459455239663
39,0.32480057149660674
40,0.30375369245178796
41,0.26421815401881926
42,0.25781202225891275
43,0.24582817914458216
44,0.2823438219121672
45,0.3173874015528624
46,0.2365322633690719
47,0.30772735174406407
48,0.270137709866063
49,0.3094893425847352
